product_id,product_name,category,subcategory,brand,unit_price,cost_price,stock_quantity,created_at
59,DriveWell Storage Max 697,Home & Kitchen,Storage,DriveWell,998.01,301.05,4675,2022-10-08 12:05:40
60,FreshMart Makeup Standard 793,Beauty,Makeup,FreshMart,99.73,43.03,2328,2022-07-09 12:09:07
61,DriveWell Bath Plus 957,Beauty,Bath,DriveWell,327.59,102.06,3770,2024-01-16 10:17:40
62,BloomCraft Condiments Pro 437,Grocery,Condiments,BloomCraft,969.94,545.56,3711,2023-05-20 17:43:35
63,GlowUp Furniture Pro 920,Garden,Furniture,GlowUp,645.77,277.21,454,2022-04-20 20:47:06
64,HomeEase Oils Elite 361,Automotive,Oils,HomeEase,182.93,125.49,3267,2022-05-19 13:10:52
65,FunPlay Headphones Elite 898,Electronics,Headphones,FunPlay,405.97,226.88,1262,2022-07-07 08:22:04
66,ActiveLife Comics Ultra 801,Books,Comics,ActiveLife,605.88,268.78,787,2023-07-25 19:47:00
67,KidJoy Care Standard 497,Automotive,Care,KidJoy,479.57,251.88,3465,2022-05-21 03:43:58
68,BloomCraft Bath Lite 544,Beauty,Bath,BloomCraft,632.89,213.4,4205,2023-06-15 21:10:16
69,ReadMore Cereal Standard 639,Grocery,Cereal,ReadMore,631.77,322.12,2381,2023-12-29 08:28:33
70,KidJoy Makeup Ultra 252,Beauty,Makeup,KidJoy,984.27,564.7,2460,2023-01-22 06:28:28
71,GreenThumb Oils Pro 664,Automotive,Oils,GreenThumb,82.06,26.1,881,2024-03-04 06:28:15
72,SportZone Tools Standard 776,Beauty,Tools,SportZone,721.98,451.33,2911,2023-01-31 21:52:37
73,PureSkin Tools Pro 216,Garden,Tools,PureSkin,742.06,360.01,1492,2023-09-03 10:30:41
74,ActiveLife Laptops Ultra 421,Electronics,Laptops,ActiveLife,589.68,284.23,3685,2023-02-16 18:41:22
75,GlowUp Puzzles Lite 180,Toys,Puzzles,GlowUp,748.54,405.43,871,2023-11-05 21:11:45
76,TechPro Parts Elite 219,Automotive,Parts,TechPro,19.21,10.8,3769,2023-09-22 06:54:33
77,GreenThumb Irrigation Basic 807,Garden,Irrigation,GreenThumb,675.75,389.31,3235,2023-04-16 03:51:29
78,ReadMore Dresses Pro 295,Clothing,Dresses,ReadMore,117.23,35.91,1541,2022-02-11 15:44:48
79,ReadMore Yoga Max 546,Sports,Yoga,ReadMore,843.03,542.3,4412,2022-10-24 13:48:24
80,PageTurn Shoes Lite 585,Clothing,Shoes,PageTurn,425.34,147.42,1248,2023-11-23 16:43:03
81,TechPro Organic Standard 699,Grocery,Organic,TechPro,247.16,103.3,3209,2022-03-21 02:30:59
82,SportZone Action Figures Elite 525,Toys,Action Figures,SportZone,849.51,505.32,4881,2024-05-11 01:58:13
83,KidJoy Fiction Elite 597,Books,Fiction,KidJoy,516.27,304.52,3996,2022-12-27 06:04:27
84,ActiveLife Phones Basic 666,Electronics,Phones,ActiveLife,69.12,45.42,3417,2024-01-06 07:19:07
85,BloomCraft Accessories Basic 559,Clothing,Accessories,BloomCraft,699.32,215.62,2359,2022-10-26 13:47:01
86,PageTurn Dairy Max 619,Grocery,Dairy,PageTurn,224.37,148.9,2778,2023-12-29 17:43:34
87,CozyHome Storage Elite 953,Home & Kitchen,Storage,CozyHome,941.54,528.2,2951,2024-01-04 17:32:47
88,GreenThumb Lighting Plus 783,Home & Kitchen,Lighting,GreenThumb,485.98,179.48,1280,2024-02-04 14:00:51
89,KidJoy Socks Ultra 340,Clothing,Socks,KidJoy,214.17,68.28,148,2023-07-12 08:32:22
90,FunPlay Self-Help Lite 947,Books,Self-Help,FunPlay,860.29,431.34,521,2023-06-09 15:39:51
91,BloomCraft Makeup Max 223,Beauty,Makeup,BloomCraft,564.6,279.22,2787,2023-07-06 20:20:36
92,ReadMore Cameras Plus 823,Electronics,Cameras,ReadMore,56.11,38.07,3744,2022-06-22 07:48:05
93,NatureBite Pants Pro 619,Clothing,Pants,NatureBite,110.77,61.14,1682,2023-07-16 18:51:29
94,PageTurn Storage Standard 850,Home & Kitchen,Storage,PageTurn,871.26,315.15,2979,2023-06-04 19:04:21
95,GlowUp Furniture Standard 525,Home & Kitchen,Furniture,GlowUp,770.59,233.21,3880,2023-06-15 05:20:04
96,HomeEase Science Ultra 481,Books,Science,HomeEase,716.9,334.08,2010,2022-08-24 12:28:32
97,FreshMart Oils Lite 921,Automotive,Oils,FreshMart,432.24,288.39,3758,2024-03-12 19:39:50
98,PageTurn Action Figures Lite 888,Toys,Action Figures,PageTurn,15.88,9.89,570,2022-05-12 16:45:39
99,CozyHome Outdoor Lite 544,Toys,Outdoor,CozyHome,67.09,40.5,1236,2024-06-11 13:02:50
100,ActiveLife Cameras Elite 797,Electronics,Cameras,ActiveLife,702.58,456.27,2569,2023-06-19 15:06:59
101,PureSkin Cameras Lite 817,Electronics,Cameras,PureSkin,407.5,227.2,4459,2023-11-18 20:18:58
102,GlowUp Educational Ultra 186,Toys,Educational,GlowUp,42.74,18.54,1032,2024-03-19 12:31:00
103,GlowUp Electronics Plus 623,Automotive,Electronics,GlowUp,554.47,281.97,1310,2022-02-06 09:13:33
104,FreshMart Cameras Ultra 843,Electronics,Cameras,FreshMart,426.2,214.0,491,2023-08-03 09:39:36
105,SportZone Self-Help Pro 874,Books,Self-Help,SportZone,653.05,228.5,2440,2024-06-08 05:56:02
106,PrimeTech Keyboards Max 924,Electronics,Keyboards,PrimeTech,747.27,398.02,4368,2022-12-30 06:06:31
107,GreenThumb Building Sets Lite 831,Toys,Building Sets,GreenThumb,381.39,226.93,862,2023-05-25 07:01:14
108,UrbanWear Care Standard 200,Automotive,Care,UrbanWear,151.66,71.32,3375,2022-05-08 07:12:42
109,ActiveLife Shirts Lite 587,Clothing,Shirts,ActiveLife,219.49,72.7,4311,2023-09-18 15:44:47
110,AutoParts Pots Standard 751,Garden,Pots,AutoParts,426.87,203.2,4010,2023-10-10 15:59:30
111,PureSkin Bedding Lite 596,Home & Kitchen,Bedding,PureSkin,712.87,250.75,4204,2024-04-01 23:48:37
112,PageTurn Jackets Standard 133,Clothing,Jackets,PageTurn,748.01,506.87,3025,2022-07-04 11:55:10
113,SportZone Pots Plus 478,Garden,Pots,SportZone,574.32,181.55,1255,2022-07-02 21:44:52
114,UrbanWear Building Sets Ultra 401,Toys,Building Sets,UrbanWear,489.0,301.46,1164,2023-10-18 04:14:22
115,GreenThumb Cameras Max 287,Electronics,Cameras,GreenThumb,820.2,406.42,1002,2024-04-30 13:40:12
116,StyleMax Board Games Elite 592,Toys,Board Games,StyleMax,575.61,302.95,2767,2023-08-10 02:58:24
117,ReadMore Canned Goods Standard 879,Grocery,Canned Goods,ReadMore,453.22,217.38,2664,2022-05-19 17:54:13
118,CozyHome Pots Max 504,Garden,Pots,CozyHome,342.95,109.17,3629,2023-03-07 21:17:35
119,TechPro Dresses Ultra 674,Clothing,Dresses,TechPro,647.28,360.9,697,2022-10-26 22:11:18
120,DriveWell Plants Max 868,Garden,Plants,DriveWell,478.97,315.52,985,2024-04-06 05:09:25
121,AutoParts Cookware Max 351,Home & Kitchen,Cookware,AutoParts,830.7,527.97,4747,2023-11-22 02:04:30
122,CozyHome Hats Pro 603,Clothing,Hats,CozyHome,862.79,266.87,3580,2022-10-08 09:49:34
123,PureSkin Skincare Basic 491,Beauty,Skincare,PureSkin,261.62,90.48,813,2024-04-21 14:59:43
124,ReadMore Storage Lite 361,Home & Kitchen,Storage,ReadMore,769.68,278.39,3336,2022-09-20 19:53:58
125,FunPlay Speakers Pro 830,Electronics,Speakers,FunPlay,64.14,29.25,2621,2022-08-10 07:18:51
126,AutoParts Bath Elite 947,Beauty,Bath,AutoParts,900.09,288.7,1962,2024-06-29 08:44:51
127,PureSkin Yoga Elite 217,Sports,Yoga,PureSkin,273.66,116.94,4531,2023-09-25 08:54:38
128,TechPro Accessories Elite 748,Clothing,Accessories,TechPro,238.33,155.98,2204,2024-05-10 17:25:22
129,FreshMart Tools Lite 411,Garden,Tools,FreshMart,570.83,273.08,4099,2022-11-13 01:25:23
130,NatureBite Appliances Lite 900,Home & Kitchen,Appliances,NatureBite,249.68,170.04,4547,2023-12-03 18:09:45
131,PageTurn Phones Ultra 768,Electronics,Phones,PageTurn,972.24,291.88,3950,2023-03-01 13:28:19
132,CozyHome Fencing Basic 962,Garden,Fencing,CozyHome,634.4,338.81,4180,2023-03-14 00:02:42
133,NatureBite Tablets Plus 407,Electronics,Tablets,NatureBite,95.17,55.14,1144,2024-05-14 11:02:37
134,GlowUp Children Basic 798,Books,Children,GlowUp,945.73,524.0,3708,2023-03-01 02:40:03
135,PrimeTech Soccer Max 570,Sports,Soccer,PrimeTech,959.23,413.8,1095,2022-01-04 04:20:12
136,TechPro Irrigation Pro 788,Garden,Irrigation,TechPro,178.48,93.22,4005,2023-09-03 04:18:46
137,HomeEase Accessories Pro 952,Automotive,Accessories,HomeEase,817.15,390.66,1011,2023-07-03 08:35:50
138,CozyHome Bath Lite 959,Beauty,Bath,CozyHome,769.35,445.31,69,2022-07-13 19:32:02
139,GlowUp Dairy Standard 109,Grocery,Dairy,GlowUp,226.18,69.64,2303,2023-07-10 20:32:04
140,BloomCraft Cycling Ultra 927,Sports,Cycling,BloomCraft,719.49,283.27,4045,2023-07-18 21:35:25
141,KidJoy Cameras Max 107,Electronics,Cameras,KidJoy,200.9,126.26,3244,2022-06-22 08:23:10
142,FunPlay Comics Max 775,Books,Comics,FunPlay,740.37,421.17,4939,2024-05-27 21:57:18
143,DriveWell Furniture Lite 863,Home & Kitchen,Furniture,DriveWell,70.65,28.53,4668,2022-12-21 03:09:27
144,GlowUp Electronics Pro 809,Automotive,Electronics,GlowUp,679.66,370.95,4588,2023-12-07 03:35:33
145,StyleMax Monitors Basic 542,Electronics,Monitors,StyleMax,845.27,391.15,997,2024-03-16 03:26:53
146,UrbanWear Organic Pro 838,Grocery,Organic,UrbanWear,229.19,94.24,3441,2024-04-07 01:41:38
147,TechPro Dairy Elite 299,Grocery,Dairy,TechPro,338.69,220.84,207,2022-12-17 12:01:17
148,FreshMart Makeup Max 268,Beauty,Makeup,FreshMart,333.24,108.35,792,2022-02-13 07:10:17
149,TechPro Frozen Basic 960,Grocery,Frozen,TechPro,254.9,87.47,1952,2023-06-14 10:01:05
150,PureSkin Speakers Max 174,Electronics,Speakers,PureSkin,777.08,425.71,783,2023-11-25 13:05:35
151,HomeEase Tools Pro 134,Garden,Tools,HomeEase,381.12,250.03,532,2022-07-18 02:52:44
152,StyleMax Keyboards Ultra 725,Electronics,Keyboards,StyleMax,628.42,205.06,457,2024-05-18 18:39:05
153,CozyHome Cameras Elite 198,Electronics,Cameras,CozyHome,619.59,287.76,4911,2022-01-17 11:26:26
154,PageTurn Frozen Elite 735,Grocery,Frozen,PageTurn,621.51,270.88,212,2023-12-07 09:12:31
155,DriveWell Tires Max 210,Automotive,Tires,DriveWell,108.06,58.14,553,2022-10-28 18:28:23
156,PureSkin Furniture Ultra 463,Garden,Furniture,PureSkin,424.47,250.37,3642,2022-10-16 19:43:37
157,StyleMax Running Pro 230,Sports,Running,StyleMax,315.79,149.79,2930,2023-04-29 09:56:18
158,ReadMore Furniture Standard 416,Garden,Furniture,ReadMore,605.7,252.23,66,2024-03-15 04:31:52
159,StyleMax Furniture Max 619,Garden,Furniture,StyleMax,820.26,429.64,447,2023-10-18 15:34:47
160,GlowUp Dolls Max 904,Toys,Dolls,GlowUp,73.98,27.8,3897,2023-12-28 02:01:26
161,DriveWell Soil Basic 730,Garden,Soil,DriveWell,303.82,131.08,858,2023-12-07 17:36:34
162,FreshMart Keyboards Pro 754,Electronics,Keyboards,FreshMart,227.68,89.28,1746,2023-01-07 07:16:32
163,CozyHome Dairy Max 509,Grocery,Dairy,CozyHome,189.13,131.63,2972,2022-01-16 08:48:14
164,TechPro Hats Plus 245,Clothing,Hats,TechPro,294.82,111.37,4797,2023-07-14 02:23:20
165,GlowUp Phones Max 390,Electronics,Phones,GlowUp,179.09,117.15,1427,2023-06-12 21:18:51
166,FunPlay Care Max 122,Automotive,Care,FunPlay,181.01,73.26,828,2022-02-02 14:42:14
167,SportZone Decor Basic 315,Home & Kitchen,Decor,SportZone,309.23,122.47,3050,2022-09-24 04:45:23
168,HomeEase Oils Plus 247,Automotive,Oils,HomeEase,883.42,311.24,1553,2022-10-25 18:23:47
169,UrbanWear Oils Basic 713,Automotive,Oils,UrbanWear,432.95,240.05,378,2022-10-21 18:14:22
170,ReadMore Electronics Basic 353,Automotive,Electronics,ReadMore,58.93,36.43,1035,2024-02-29 13:39:34
171,GlowUp Irrigation Plus 903,Garden,Irrigation,GlowUp,473.83,267.9,531,2022-09-18 02:22:29
172,PureSkin Oils Basic 610,Automotive,Oils,PureSkin,521.77,193.89,3062,2024-03-27 07:09:10
173,KidJoy Organic Ultra 695,Grocery,Organic,KidJoy,404.53,270.42,4783,2022-02-26 20:42:51
174,GlowUp Swimming Standard 983,Sports,Swimming,GlowUp,238.97,92.59,3481,2023-08-09 18:40:18
175,UrbanWear Furniture Ultra 663,Garden,Furniture,UrbanWear,90.24,54.2,2417,2023-11-22 12:21:33
176,FreshMart Tires Pro 576,Automotive,Tires,FreshMart,515.18,223.87,3695,2023-12-28 07:33:51
177,UrbanWear Tools Standard 424,Beauty,Tools,UrbanWear,277.37,85.95,3618,2022-12-30 04:20:16
178,UrbanWear Non-Fiction Plus 401,Books,Non-Fiction,UrbanWear,843.54,426.09,640,2023-03-06 09:52:08
179,SportZone Cycling Plus 468,Sports,Cycling,SportZone,44.04,16.74,1610,2023-05-27 11:00:18
180,AutoParts Biography Max 822,Books,Biography,AutoParts,606.4,215.36,4449,2023-02-10 15:50:06
181,GreenThumb Cameras Basic 901,Electronics,Cameras,GreenThumb,996.85,676.19,4750,2022-01-19 11:19:05
182,CozyHome Canned Goods Max 332,Grocery,Canned Goods,CozyHome,724.99,278.36,1914,2024-03-12 07:21:46
183,PageTurn Irrigation Basic 910,Garden,Irrigation,PageTurn,91.35,58.31,3512,2023-10-11 20:31:56
184,PageTurn Yoga Pro 483,Sports,Yoga,PageTurn,144.11,93.6,2503,2022-01-16 00:56:22
185,PrimeTech Dairy Max 529,Grocery,Dairy,PrimeTech,429.16,257.95,4404,2023-04-11 11:17:05
186,DriveWell Action Figures Pro 242,Toys,Action Figures,DriveWell,158.76,108.12,2705,2024-06-01 15:41:29
187,CozyHome Pots Max 500,Garden,Pots,CozyHome,69.32,31.51,3889,2022-06-18 18:19:53
188,GreenThumb Plush Plus 275,Toys,Plush,GreenThumb,109.68,57.16,262,2024-01-30 00:49:30
189,GlowUp Tablets Plus 495,Electronics,Tablets,GlowUp,288.1,113.29,4295,2022-04-19 17:01:20
190,UrbanWear Snacks Pro 275,Grocery,Snacks,UrbanWear,330.8,219.63,3203,2022-09-01 22:42:21
191,NatureBite Dresses Elite 589,Clothing,Dresses,NatureBite,744.67,339.27,1691,2022-07-21 20:13:35
192,ActiveLife Basketball Standard 262,Sports,Basketball,ActiveLife,606.08,409.51,4812,2022-11-12 07:22:33
193,AutoParts Lighting Max 107,Automotive,Lighting,AutoParts,991.13,474.05,3270,2023-01-19 10:52:00
194,DriveWell Tires Standard 571,Automotive,Tires,DriveWell,465.91,147.06,746,2023-03-24 06:07:45
195,GreenThumb Dairy Elite 727,Grocery,Dairy,GreenThumb,824.48,527.62,3400,2023-01-23 00:25:09
196,PageTurn Decor Elite 774,Home & Kitchen,Decor,PageTurn,188.33,99.33,3223,2022-03-09 19:55:45
197,AutoParts Running Ultra 782,Sports,Running,AutoParts,916.79,531.02,1779,2024-02-06 14:33:01
198,UrbanWear Makeup Plus 873,Beauty,Makeup,UrbanWear,110.58,67.08,2670,2023-09-30 01:29:22
199,AutoParts Canned Goods Max 618,Grocery,Canned Goods,AutoParts,50.36,15.65,3783,2023-08-16 02:30:34
200,GlowUp Educational Elite 138,Toys,Educational,GlowUp,16.66,5.76,1118,2023-05-24 03:33:29
201,PageTurn Organic Plus 184,Grocery,Organic,PageTurn,551.13,218.75,3585,2022-08-06 21:06:49
202,FunPlay Condiments Lite 958,Grocery,Condiments,FunPlay,23.95,8.15,2409,2022-07-12 20:41:56
203,FunPlay Oils Plus 787,Automotive,Oils,FunPlay,765.0,436.78,1257,2023-11-16 12:55:14
204,GlowUp Puzzles Pro 791,Toys,Puzzles,GlowUp,535.1,255.15,391,2024-03-23 06:10:22
205,GreenThumb Socks Standard 153,Clothing,Socks,GreenThumb,600.61,191.87,3091,2022-11-10 09:20:22
206,FreshMart Soccer Max 193,Sports,Soccer,FreshMart,21.93,6.82,119,2023-06-08 16:37:09
207,FreshMart Cycling Plus 916,Sports,Cycling,FreshMart,836.36,473.08,1368,2022-03-10 08:54:19
208,PrimeTech Makeup Basic 675,Beauty,Makeup,PrimeTech,629.02,345.88,4437,2023-09-06 17:03:01
209,FreshMart Makeup Max 208,Beauty,Makeup,FreshMart,360.43,133.16,3294,2023-05-07 06:17:24
210,GlowUp Monitors Standard 325,Electronics,Monitors,GlowUp,71.61,44.83,3022,2022-03-10 06:09:45
211,ActiveLife Jackets Ultra 885,Clothing,Jackets,ActiveLife,601.27,416.83,834,2024-04-12 22:17:46
212,AutoParts Furniture Plus 714,Garden,Furniture,AutoParts,328.4,181.39,3183,2022-07-26 12:02:35
213,PrimeTech Puzzles Standard 169,Toys,Puzzles,PrimeTech,339.08,184.26,4792,2023-11-29 08:38:10
214,PureSkin Fragrance Pro 338,Beauty,Fragrance,PureSkin,27.08,16.34,1016,2023-04-25 18:42:41
215,FreshMart Tennis Plus 161,Sports,Tennis,FreshMart,142.72,71.29,1654,2022-08-24 14:41:21
216,StyleMax Fragrance Max 842,Beauty,Fragrance,StyleMax,600.48,407.34,2692,2022-07-28 13:50:13
217,StyleMax Self-Help Elite 763,Books,Self-Help,StyleMax,813.82,488.47,1876,2023-05-30 14:39:03
218,GlowUp Dolls Pro 780,Toys,Dolls,GlowUp,988.44,613.41,1822,2023-08-16 14:49:33
219,FunPlay Tires Standard 744,Automotive,Tires,FunPlay,12.0,7.78,573,2022-10-26 23:37:55
220,GlowUp Tablets Lite 193,Electronics,Tablets,GlowUp,178.62,92.8,1674,2023-01-03 02:16:48
221,ActiveLife Accessories Standard 418,Automotive,Accessories,ActiveLife,169.16,64.11,3473,2022-10-02 01:59:32
222,GreenThumb Decor Ultra 690,Garden,Decor,GreenThumb,451.57,250.28,2227,2024-01-18 11:20:39
223,CozyHome Hats Elite 271,Clothing,Hats,CozyHome,473.88,222.29,4992,2023-11-05 07:27:35
224,TechPro Rugs Elite 537,Home & Kitchen,Rugs,TechPro,854.91,515.98,2459,2024-04-14 12:10:52
225,AutoParts Bedding Elite 574,Home & Kitchen,Bedding,AutoParts,310.0,128.12,4605,2024-01-17 23:10:34
226,ReadMore Hats Standard 300,Clothing,Hats,ReadMore,159.79,60.06,105,2024-02-17 19:26:30
227,CozyHome Plush Elite 504,Toys,Plush,CozyHome,970.66,436.08,4010,2023-04-24 04:01:09
228,ActiveLife Tools Pro 227,Garden,Tools,ActiveLife,388.51,204.45,1591,2023-11-09 18:21:58
229,PureSkin Self-Help Standard 750,Books,Self-Help,PureSkin,690.35,399.42,3156,2023-10-21 17:22:10
230,KidJoy Swimming Pro 932,Sports,Swimming,KidJoy,365.24,212.8,231,2022-08-18 17:31:32
231,ReadMore Comics Ultra 353,Books,Comics,ReadMore,604.53,411.51,1322,2022-01-20 03:58:16
232,CozyHome Pants Elite 823,Clothing,Pants,CozyHome,588.63,388.73,4247,2022-10-21 07:50:27
233,ActiveLife Hair Care Ultra 808,Beauty,Hair Care,ActiveLife,306.4,210.52,3135,2024-06-29 10:38:15
234,HomeEase Children Plus 751,Books,Children,HomeEase,575.17,356.04,1169,2023-02-22 21:50:32
235,GreenThumb Tennis Pro 272,Sports,Tennis,GreenThumb,817.48,245.76,572,2023-10-12 02:11:22
236,GreenThumb Oils Elite 274,Automotive,Oils,GreenThumb,181.33,67.92,1100,2022-11-04 14:44:25
237,PureSkin Canned Goods Plus 561,Grocery,Canned Goods,PureSkin,569.68,219.34,1646,2022-04-02 15:00:38
238,AutoParts Lighting Elite 551,Home & Kitchen,Lighting,AutoParts,629.07,345.84,1360,2022-05-04 23:31:30
239,CozyHome Non-Fiction Plus 383,Books,Non-Fiction,CozyHome,69.87,21.79,1923,2024-01-13 09:17:45
240,TechPro Beverages Pro 372,Grocery,Beverages,TechPro,753.28,228.16,4771,2022-03-07 00:37:46
241,PureSkin Jackets Pro 484,Clothing,Jackets,PureSkin,605.36,420.58,2177,2024-01-25 20:38:24
242,BloomCraft Dairy Elite 444,Grocery,Dairy,BloomCraft,374.55,245.73,2582,2023-01-08 04:49:28
243,CozyHome Educational Pro 464,Toys,Educational,CozyHome,873.83,543.97,25,2023-12-11 19:11:04
244,TechPro Hair Care Plus 989,Beauty,Hair Care,TechPro,533.44,362.97,2036,2023-07-27 08:03:43
245,PureSkin Organic Elite 776,Grocery,Organic,PureSkin,192.8,133.89,2639,2022-01-26 20:01:21
246,PrimeTech Action Figures Standard 339,Toys,Action Figures,PrimeTech,609.11,280.23,666,2023-06-26 02:49:52
